Ri05_06_001|士道！　戻ってこれたの
501_02_01_001_05|分かってるわね士道。かわいい妹が使うティーセットなのよ。　下手なもん買ってきたら、もぎ取ってソーサーに盛るわよ
501_02_01_079_05|……で？　これはどういうつもりなの、士道
501_02_01_080_05|まったく。お使いひとつまともにできないとはね……
501_02_01_081_05|重ねた末、犬用の皿を買ってきたの？　なに、喧嘩売ってるわけ？　士道の分際でいい度胸ね……！？
501_02_01_082_05|とりあえず今日の晩御飯、あなたの分はこれに盛ってあげる。　もちろん、文句なんてないわよね……士道？
503_02_03_054_05|たっだいまー！　今帰ったぞー、おにーちゃんよ！
503_02_03_056_05|お兄ちゃんどこだー！　部屋にもいないしー……あ、わかった！　あっはは。隠れんぼだー！
503_02_03_057_05|あー、分かったお風呂だなー。　汗かいちゃったし、私も一緒に入ろー！
503_02_03_058_05|あっはっは、突入ー！
503_02_03_059_05|おー……お兄ちゃん、その子、誰？　どうして一緒にお風呂に入ってるの？
503_02_03_060_05|お、お、お……おにいちゃんがへんたいになったー！
504_03_04_001_05|おにーちゃん、いるのー？
504_03_04_002_05|どうしたじゃないでしょ、おにーちゃん。　今日は狂三ちゃんのお家に行くんじゃなかったのー？
504_03_04_003_05|狂三ちゃんのお家、家族が旅行に行って狂三ちゃん　ひとりでお留守番なんでしょ？　様子を見に行ってほしいって　昨日電話をもらってたじゃん
504_03_04_004_05|私、これからお友達の家にお泊りだから　おにーちゃんも狂三ちゃん家にお泊りしちゃえば？
504_03_04_005_05|いーじゃん。おにーちゃんと狂三ちゃんはぁ、　幼馴染なんだから！
504_03_04_006_05|あははっ。じゃーねー、おにーちゃん
505_01_05_001_05|ごめーん、遅くなっちゃった
505_01_05_003_05|からだ？　お腹でも痛いの？
505_01_05_004_05|何を訳の分からないことを言ってるのよ、士道
505_01_05_005_05|士道はこの世界に来た時から、ずっとその姿だったじゃない
505_01_05_006_05|どうしちゃったの、士道？　まさか脳みその中身まで、外見通り動物そのものに……　これはもう末期ね。一旦解剖してみる必要があるかしら？
505_01_05_007_05|ふう。あのね士道。　あなたは魔法の国からこの天宮市の危機を救うために　はるばるやってきたんでしょ？
505_01_05_008_05|そして現地で運命的に出会った私と契約して、　あの力を与えてくれたんじゃない
505_01_05_009_05|もしかして、本当に覚えてないの？
505_01_05_010_05|士道！　今の……！？
505_01_05_011_05|うん！
505_01_05_012_05|士道、あれ！
505_01_05_016_05|間違いないわ。　あいつらがＺ団。残念な男たちのためのＺ団よ！！
505_01_05_018_05|これ以上の悪事は私たちが許さないわ
505_01_05_020_05|士道。あの力を！
505_01_05_021_05|うん！
505_01_05_022_05|[精霊力解放*エレメンタルリリース]、　[契約確認*コントラクトオン]
505_01_05_023_05|……変身！
505_01_05_024_05|……
505_01_05_025_05|いや……今の説明的なセリフはなに。　ていうか誰に向かって喋ってたの？
505_01_05_026_05|へっ？
505_01_05_027_05|わ、私も言うの！？
505_01_05_028_05|そんなこと、急に言われても……。　ええーっと。えーっと
505_01_05_029_05|ま、魔法少女みらくる★ことり見参！
505_01_05_030_05|愛と正義の名の元に、悪い奴らは……
505_01_05_031_05|ぶ、ぶっ殺す！
505_01_05_034_05|だ、だってだって。仕方ないでしょ　いきなり言うんだもん。　可愛いセリフが思いつかなかったのよ！
505_01_05_035_05|な、何よ。士道が突然言いだすのが悪いんじゃない。　先に聞いてたら、もっと可愛いセリフ考えてきたもの
505_01_05_036_05|ふんだ、私は悪くないもん……ぐすん
505_01_05_038_05|え、……う、うん
505_01_05_039_05|もちろんよ。今度こそ決めてみせるわ
505_01_05_040_05|うぅ……。　分かってるわよ
505_01_05_041_05|可愛く、可愛く　……よし！
505_01_05_042_05|ま、魔法少女みらくる★ことり見参！
505_01_05_043_05|愛と正義の名の元に、悪い奴らは……
505_01_05_044_05|おしおきしてあげるんだからー！！
505_01_05_051_05|ふん、その威勢がいつまで持つかしら。　さあ、行くわよＺ団！　這いつくばって後悔しなさい！
505_01_05_052_05|てやー！
505_01_05_054_05|たあ！
505_01_05_056_05|とりゃああ！
505_01_05_059_05|まだまだ行くわよ！
505_01_05_060_05|えいやー！
505_01_05_065_05|駄目よ。　中途半端に許したら、また悪さを働くかもしれないじゃない
505_01_05_066_05|もう二度と悪いことなんてしないって、　きっちり体に教え込んで反省させないと！
505_01_05_070_05|この！　この！　……え？　隠し玉？
505_01_05_071_05|相手の様子ね。じー……
505_01_05_073_05|あれば、どうなるっていうの？
505_01_05_075_05|……
505_01_05_077_05|続けていいわよ？　衣服を維持する力をどうするわけ？
505_01_05_079_05|天誅！
505_01_05_082_05|ふう。悪は去ったわね
505_01_05_083_05|それじゃ、帰りましょうか。　……なんだか少し煙たいわね
505_01_05_084_05|てことはもしかして……。　きゃあああああああ！
505_01_05_085_05|み、見ちゃ駄目。いま絶対こっちを見ちゃ駄目よ！　見たら殺す！
505_01_05_086_05|だから、駄目だって言ったじゃない！
505_01_05_087_05|もう、なんでこうなるのよー！
505_01_05_088_05|えい！　ほら！　どう！　そろそろ反省する気になったかしら？　……はあはあ
505_01_05_091_05|大丈夫よ。けほっけほっ。　こっちはいまのところ、なんともないわ
505_01_05_092_05|へっ？　服？　服がいったい、って……きゃぁああああ！
505_01_05_093_05|何よこれ！？　一体なんなのよ！？
505_01_05_094_05|もしかして、このガスのせい？　どんどん服が……
505_01_05_095_05|だ、駄目よ……駄目だってば！？　このままじゃ服が全部……！？
505_01_05_096_05|……って、ししし、士道！　何見てるのよ！？　こここ、こっち見ないでったら！
505_01_05_097_05|む、むーりぃ！
505_01_05_100_05|お……お……
505_01_05_101_05|お前のせいかー！！
505_01_05_104_05|し……し……
505_01_05_105_05|士道も、見るなー！
505_01_05_106_05|ふう。危ないところだった
505_01_05_107_05|そうね……代償もその分大きかったけど
505_01_05_108_05|……
505_01_05_109_05|……ま、仕方ないわね。　そんなふうに頼まれたら、断れないじゃない。　もう少しだけ付き合ってあげるから、感謝しなさい
505_01_05_110_05|ふふ……お互い様よ
505_02_05_001_05|はーい、おかえりなさーい
