Ri01_06_001|心配したぞシドー！　大事はなかったか？
501_03_01_003_01|……は、はい……申し訳ありません、ご主人様
501_03_01_004_01|な、何をされるというのだ……？
501_03_01_005_01|……くっ
501_03_01_006_01|……い、言えない。　そのようなことは……恥ずかしくて
501_03_01_007_01|うぐ……。んっ……くはぁっ
501_03_01_008_01|……ずるいぞ、シドー
501_03_01_009_01|ご、ご主人様……
501_03_01_010_01|ああっ、いやっ。そんなっ……
501_03_01_011_01|！　……あっ！？
501_03_01_012_01|そ、それは……駄目だ、シドー
501_03_01_013_01|……くっ。わ、私を……なんでも……　好きに、してください……ご主人様……
501_03_01_014_01|うっ……くっ……。……はい。　私は……ご主人様の……言いなり……です
501_03_01_015_01|は……はい、ご主人様
501_03_01_016_01|ぬ……パ、パンなのに食べられないのか？　それは困るぞ。なんというやつだ
501_03_01_017_01|う、うぐぐ……うーん。　わ、分からん。全然分からないぞ、シドー
501_03_01_018_01|降参だ……。　パンなのに食べられないなんて、おかしい。絶対におかしい
501_03_01_019_01|なっ！？　……何をするのだ？
501_03_01_020_01|そ、そんなことをしたら冷たいではないか！
501_03_01_021_01|ひゃんっ
501_03_01_022_01|……む、むむむ。わ、分からん。　いったいどんな車だというのだ……
501_03_01_023_01|ひゃんっ
501_03_01_024_01|……わ、分からない……
501_03_01_025_01|……全然分からないっ
501_03_01_026_01|……こ、降参だっ
501_03_01_027_01|……はぁっ、はぁっ
501_03_01_028_01|……くっ。降参……だ
501_03_01_029_01|ふぁっ……ひゃんっ
501_03_01_030_01|くっ……来るなっ
501_03_01_031_01|ああっ！？　近づいては駄目だ、シドー
501_03_01_032_01|そ、そこは……
501_03_01_033_01|せ、背中は……あ、あんまり見るなっ……。　し、下着が……透けてしまう……っ
501_03_01_034_01|し、下の方……だとっ！？
501_03_01_035_01|ぐっ……確かに気持ち悪い……
501_03_01_036_01|これで……終わり……なのか？
501_03_01_037_01|ま、まだ……何かする……のか？
501_03_01_038_01|な、何だと！？　何だそのおもしろい布は！
501_03_01_039_01|ずるいぞ、シドー。私もやってみたい！
501_03_01_040_01|くっ……シドーめ……はぅっ！？
501_03_01_041_01|ひっ……そ、そんなことをされたら……　くすぐったいではないか！？
501_03_01_042_01|ひぁっ……やめっ……やめるんだ、シドー
501_03_01_043_01|ふぁああああああっ……あはっ……くはっ
501_03_01_044_01|あははははははっ……あはっ、　や、やめてください、ごひゅじんひゃまぁ……あはははっ
501_03_01_045_01|あはははぁんっ、……ん、んふっ。だ、だめぇっ
501_03_01_046_01|あ、あああっ、そこは……あはっ……あふっ
501_03_01_047_01|あっ……あっ……あっ……くふっ……はぅううぅん
501_03_01_048_01|……はあっ……あぅんっ……
501_03_01_049_01|ああっ、だめっ……だめっ……だめぇっ
501_03_01_050_01|はあぁ――っ、あはっ……あはははっ……！
501_03_01_051_01|あはははははははははははっ
501_03_01_052_01|うはははははははははははっ
501_03_01_053_01|あっはっはっはっはっはっはっはっ！
501_03_01_054_01|ひぃ――っ、ひぃ――っ。　だめだ、シドー……限界だ……！　これ以上は……ッ！
501_03_01_055_01|もう一生分笑った気がするぞ。　笑い死ぬかと思った……
501_03_01_056_01|よい教訓になったな、シドー
501_03_01_057_01|っな！？　何をするのだ、シドー！？
501_03_01_058_01|くっ、うまそうなにおいだっ
501_03_01_059_01|シドー！　私はお腹が減ってきたぞ！
501_03_01_060_01|においだけだと！？　それは拷問だぞ！？
501_03_01_061_01|た、食べたい……当たり前だろう！
501_03_01_062_01|ご主人様！　ご主人様っ、私にハンバーグをよこすのだ！
501_03_01_063_01|あーん
501_03_01_064_01|あーん
501_03_01_065_01|ああっ！？　なにをするのだシドー！？
501_03_01_066_01|い、意地悪はよくないぞ、シドー
501_03_01_067_01|お、お願いします……！
501_03_01_068_01|お願いします、しど……ご主人様。　ハンバーグを……ハンバーグをくださいなのだっ！
501_03_01_069_01|あ、あーん
501_03_01_070_01|ほ、ほんな……へひょうな……
501_03_01_071_01|そ、そんなことに構っている場合ではないっ。　早く……早くハンバーグを食べさせるのだっ！
501_03_01_072_01|はぁ……はぁ……はっ……早く！
501_03_01_073_01|ああ！？　自分で食べた！？　なんと……なんという拷問……！
501_03_01_074_01|おのれ、ご主人様！　自分ばかりずるいではないか！
501_03_01_075_01|むむっ！　くぅ～、美味しそうなのだ！
501_03_01_076_01|くっ、その、鼻先に持ってくるのはだめだっ
501_03_01_077_01|やめろっ、やめてくれ！　狂ってしまう……！？
501_03_01_078_01|はあッ……はあッ……、はあッ……はあッ……
501_03_01_079_01|くっ、苦しい……。お願いだ、なんでもするっ。　なんでもするから、ハンバーグを……
501_03_01_080_01|もう……だ、めだ……意識が遠のいてゆく……
501_04_01_009_01|すまぬ、待たせたな！
501_04_01_010_01|おお、シドー！　シドーが健康診断とやらをするのか？　さすがセンセーだな！　よろしく頼むぞ
501_04_01_011_01|うむ！　何かを測るというから走ったり投げたりするのだと　思って校庭で待っていたら、誰も来なかったのだ
501_04_01_012_01|なぁシドー、健康診断とは何をするのだ？
501_04_01_013_01|なんだ、それだけなのだな。　ではシドー、早く終わらせてしまおう
501_04_01_014_01|む、待つのだ、シドー
501_04_01_015_01|乙女の体重は非公開……それが世の理だと聞いたぞ？
501_04_01_016_01|うむ！　シドーは偉いな！
501_04_01_017_01|うむ。で、次は何を測る？　握力か？
501_04_01_018_01|どうしたシドー、紙に書いてある漢字が読めないのか？
501_04_01_019_01|ふふ、私はよくある
501_04_01_020_01|ス、スリーサイズ？　スリーサイズとは、あれのことか？
501_04_01_021_01|う、うむ。それは知っているぞ。前にも測ったからな。　で、でも……シドーに測ってもらうのは……　は、初めて……だな
501_04_01_022_01|シドーが、私に……触れるのか？
501_04_01_023_01|べ、別に……いやでは、ないぞ
501_04_01_024_01|そ、その代わり……健康診断だからな。　別に……やましい気持ちはないのだろう？　そこのところを……勘違いしてもらっては困るぞ
501_04_01_025_01|と……とにかくっ……シドーならいいのだ！　シドーになら、別に……その……何を……されても……
501_04_01_026_01|な、何？　体力と素早さはともかく……知力だと……？　……ち、知力ってなんだ？
501_04_01_027_01|ああっ！？　なぜもう書いている！　そもそも測ってないではないか！
501_04_01_028_01|う、うむ。バスト・ウエスト・ヒップのことだな。　でも、それなら前にも測ったぞ？
501_04_01_029_01|そ、そうなのか？　ゴム人形ではあるまいし　そんな簡単に伸びたり縮んだりしないと思うが……
501_04_01_030_01|ま、まさかシドー……。そう言って私をたばかって、　本当は、単に私の身体を触るのが目的ではあるまいな？
501_04_01_031_01|む、そうだな。シドーは医者の先生だからな。　信頼しているぞ
501_04_01_032_01|な、何だと？　ひとつしか選べないのか？　それは悩ましいな……
501_04_01_033_01|……ぐっ、仕方ない特盛だけで我慢するぞ。　みそ汁はついてくるんだろうな？
501_04_01_034_01|そんな！　みそ汁はついてこないのか！？
501_04_01_035_01|？　何だ、食べ物の話ではないのか？
501_04_01_036_01|そうか、冗談なのか……。　しかし、むぐぐ……シドーが変な話をするから　おなかが減ってきたではないか
501_04_01_037_01|おお、牛丼！　それはいいな！　よし、そうと決まったら、さっさと健康診断を終わらせるのだ
501_04_01_038_01|どうした、シドー？　急に後ろに立ったりして
501_04_01_039_01|では、先にそれをやってしまえばいいだろう？
501_04_01_040_01|大丈夫だ！　シドーは医者の先生だからな！　信頼しているぞ！
501_04_01_041_01|うむ！
501_04_01_042_01|？　私は全然かまわないぞ
501_04_01_043_01|っ……ふぁっ……ん
501_04_01_044_01|す、すまん。いきなりで驚いたのだ
501_04_01_045_01|どうした、シドー。測らないのか？
501_04_01_046_01|い、息が荒いぞ、シドー。具合でも悪いのか？
501_04_01_047_01|く、来るなら来い！
501_04_01_048_01|ふぁっ……きゃぁん
